Gene	Essential	Non-essential	Unclear
ydcX	FALSE	FALSE	TRUE
ydcY	FALSE	TRUE	FALSE
ydcZ	FALSE	TRUE	FALSE
mnaT	FALSE	TRUE	FALSE
curA	FALSE	TRUE	FALSE
mcbR	FALSE	TRUE	FALSE
yncD	FALSE	TRUE	FALSE
yncE	FALSE	TRUE	FALSE
ansP	FALSE	TRUE	FALSE
yncG	FALSE	TRUE	FALSE
yncH	TRUE	FALSE	FALSE
rhsE	FALSE	TRUE	FALSE
ydcD	TRUE	FALSE	FALSE
yncI	FALSE	FALSE	TRUE
ydcC	FALSE	TRUE	FALSE
pptA	FALSE	TRUE	FALSE
yddH	FALSE	TRUE	FALSE
nhoA	FALSE	TRUE	FALSE
yddE	FALSE	TRUE	FALSE
narV	FALSE	TRUE	FALSE
narW	FALSE	TRUE	FALSE
narY	FALSE	TRUE	FALSE
narZ	FALSE	TRUE	FALSE
narU	FALSE	TRUE	FALSE
yddK	FALSE	FALSE	TRUE
yddL	TRUE	FALSE	FALSE
yddG	FALSE	TRUE	FALSE
fdnG	FALSE	TRUE	FALSE
fdnH	FALSE	TRUE	FALSE
fdnI	FALSE	FALSE	TRUE
yddM	FALSE	FALSE	TRUE
adhP	FALSE	TRUE	FALSE
maeA	FALSE	TRUE	FALSE
sra	FALSE	TRUE	FALSE
bdm	FALSE	TRUE	FALSE
osmC	FALSE	TRUE	FALSE
ddpF	FALSE	TRUE	FALSE
ddpD	FALSE	TRUE	FALSE
ddpC	FALSE	TRUE	FALSE
ddpB	FALSE	TRUE	FALSE
ddpA	FALSE	TRUE	FALSE
ddpX	FALSE	TRUE	FALSE
dosP	FALSE	TRUE	FALSE
dosC	FALSE	TRUE	FALSE
yddW	FALSE	TRUE	FALSE
gadC	FALSE	TRUE	FALSE
gadB	FALSE	TRUE	FALSE
pqqL	FALSE	TRUE	FALSE
yddB	FALSE	TRUE	FALSE
yddA	FALSE	TRUE	FALSE
ydeM	FALSE	TRUE	FALSE
ydeN	FALSE	TRUE	FALSE
ydeO	FALSE	FALSE	TRUE
safA	TRUE	FALSE	FALSE
ydeP	FALSE	TRUE	FALSE
ydeQ	FALSE	TRUE	FALSE
ydeR	FALSE	TRUE	FALSE
ydeS	FALSE	TRUE	FALSE
ydeT	FALSE	TRUE	FALSE
yneL	FALSE	TRUE	FALSE
hipA	FALSE	FALSE	TRUE
hipB	TRUE	FALSE	FALSE
yneO	FALSE	TRUE	FALSE
lsrK	FALSE	TRUE	FALSE
lsrR	FALSE	TRUE	FALSE
lsrA	FALSE	TRUE	FALSE
lsrC	FALSE	TRUE	FALSE
lsrD	FALSE	TRUE	FALSE
lsrB	FALSE	TRUE	FALSE
lsrF	FALSE	TRUE	FALSE
lsrG	FALSE	FALSE	TRUE
tam	FALSE	TRUE	FALSE
yneE	FALSE	FALSE	TRUE
uxaB	FALSE	TRUE	FALSE
yneF	FALSE	FALSE	TRUE
yneG	FALSE	FALSE	TRUE
glsB	FALSE	TRUE	FALSE
sad	FALSE	FALSE	TRUE
yneJ	FALSE	TRUE	FALSE
yneK	FALSE	TRUE	FALSE
ydeA	FALSE	TRUE	FALSE
marC	FALSE	TRUE	FALSE
marR	FALSE	TRUE	FALSE
marA	FALSE	TRUE	FALSE
marB	FALSE	FALSE	TRUE
eamA	FALSE	TRUE	FALSE
ydeE	FALSE	TRUE	FALSE
yneM	FALSE	TRUE	FALSE
dgcZ	FALSE	TRUE	FALSE
ydeI	FALSE	TRUE	FALSE
ydeJ	FALSE	TRUE	FALSE
dcp	FALSE	TRUE	FALSE
ydfG	FALSE	TRUE	FALSE
rspR	FALSE	FALSE	TRUE
ydfZ	FALSE	TRUE	FALSE
ydfI	FALSE	TRUE	FALSE
ydfJ	FALSE	TRUE	FALSE
ydfK	FALSE	FALSE	TRUE
pinQ	FALSE	TRUE	FALSE
tfaQ	FALSE	TRUE	FALSE
stfQ	FALSE	TRUE	FALSE
nohQ	FALSE	TRUE	FALSE
ynfO	FALSE	TRUE	FALSE
ydfO	TRUE	FALSE	FALSE
gnsB	TRUE	FALSE	FALSE
ynfN	TRUE	FALSE	FALSE
cspI	FALSE	FALSE	TRUE
rzpQ	FALSE	FALSE	TRUE
rzoQ	FALSE	TRUE	FALSE
rrrQ	FALSE	TRUE	FALSE
ydfR	FALSE	FALSE	TRUE
essQ	FALSE	TRUE	FALSE
cspB	FALSE	TRUE	FALSE
cspF	FALSE	TRUE	FALSE
quuQ	FALSE	TRUE	FALSE
ydfU	FALSE	TRUE	FALSE
rem	FALSE	TRUE	FALSE
hokD	FALSE	TRUE	FALSE
relE	FALSE	TRUE	FALSE
relB	TRUE	FALSE	FALSE
ydfV	FALSE	TRUE	FALSE
flxA	FALSE	TRUE	FALSE
intK	FALSE	TRUE	FALSE
ydfX	FALSE	TRUE	FALSE
dicC	FALSE	FALSE	TRUE
dicA	TRUE	FALSE	FALSE
ydfA	FALSE	FALSE	TRUE
ydfB	FALSE	FALSE	TRUE
ydfC	FALSE	TRUE	FALSE
dicB	FALSE	TRUE	FALSE
ydfD	FALSE	TRUE	FALSE
ydfE	FALSE	TRUE	FALSE
insD1	FALSE	TRUE	FALSE
intQ	FALSE	TRUE	FALSE
rspB	FALSE	TRUE	FALSE
rspA	FALSE	TRUE	FALSE
ynfA	FALSE	TRUE	FALSE
ynfB	FALSE	TRUE	FALSE
speG	FALSE	TRUE	FALSE
ynfC	FALSE	TRUE	FALSE
ynfD	FALSE	TRUE	FALSE
ynfE	FALSE	TRUE	FALSE
ynfF	FALSE	TRUE	FALSE
ynfG	FALSE	TRUE	FALSE
ynfH	FALSE	TRUE	FALSE
dmsD	FALSE	TRUE	FALSE
clcB	FALSE	TRUE	FALSE
ynfK	FALSE	TRUE	FALSE
mlc	FALSE	FALSE	TRUE
ynfL	FALSE	TRUE	FALSE
ynfM	FALSE	TRUE	FALSE
asr	FALSE	TRUE	FALSE
ydgU	FALSE	TRUE	FALSE
ydgD	FALSE	TRUE	FALSE
mdtI	FALSE	TRUE	FALSE
mdtJ	FALSE	TRUE	FALSE
tqsA	FALSE	TRUE	FALSE
pntB	FALSE	TRUE	FALSE
pntA	FALSE	TRUE	FALSE
ydgH	FALSE	TRUE	FALSE
ydgI	FALSE	TRUE	FALSE
folM	FALSE	TRUE	FALSE
ydgC	FALSE	TRUE	FALSE
rstA	FALSE	TRUE	FALSE
rstB	FALSE	TRUE	FALSE
tus	FALSE	TRUE	FALSE
fumC	FALSE	TRUE	FALSE
fumA	FALSE	TRUE	FALSE
manA	FALSE	FALSE	TRUE
ydgA	FALSE	TRUE	FALSE
uidC	FALSE	TRUE	FALSE
uidB	FALSE	TRUE	FALSE
uidA	FALSE	TRUE	FALSE
uidR	FALSE	TRUE	FALSE
hdhA	FALSE	TRUE	FALSE
malI	FALSE	TRUE	FALSE
malX	FALSE	TRUE	FALSE
malY	FALSE	TRUE	FALSE
add	FALSE	TRUE	FALSE
ydgJ	FALSE	TRUE	FALSE
blr	FALSE	TRUE	FALSE
cnu	FALSE	TRUE	FALSE
ydgK	FALSE	TRUE	FALSE
rsxA	FALSE	TRUE	FALSE
rsxB	FALSE	TRUE	FALSE
rsxC	FALSE	TRUE	FALSE
rsxD	FALSE	TRUE	FALSE
rsxG	FALSE	TRUE	FALSE
rsxE	FALSE	TRUE	FALSE
nth	FALSE	TRUE	FALSE
dtpA	FALSE	TRUE	FALSE
gstA	FALSE	TRUE	FALSE
pdxY	FALSE	TRUE	FALSE
tyrS	TRUE	FALSE	FALSE
pdxH	TRUE	FALSE	FALSE
mliC	FALSE	TRUE	FALSE
anmK	FALSE	TRUE	FALSE
slyB	FALSE	TRUE	FALSE
slyA	FALSE	TRUE	FALSE
ydhI	FALSE	TRUE	FALSE
ydhJ	FALSE	TRUE	FALSE
ydhK	FALSE	TRUE	FALSE
sodC	FALSE	TRUE	FALSE
ydhF	FALSE	TRUE	FALSE
ydhL	FALSE	FALSE	TRUE
nemR	FALSE	FALSE	TRUE
nemA	FALSE	TRUE	FALSE
gloA	FALSE	TRUE	FALSE
rnt	TRUE	FALSE	FALSE
lhr	FALSE	TRUE	FALSE
grxD	FALSE	FALSE	TRUE
mepH	FALSE	TRUE	FALSE
sodB	FALSE	TRUE	FALSE
ydhP	FALSE	TRUE	FALSE
ynhF	FALSE	FALSE	TRUE
purR	FALSE	TRUE	FALSE
ydhB	FALSE	FALSE	TRUE
ydhC	FALSE	TRUE	FALSE
cfa	FALSE	TRUE	FALSE
ribC	TRUE	FALSE	FALSE
mdtK	FALSE	TRUE	FALSE
ydhQ	FALSE	TRUE	FALSE
ydhR	FALSE	FALSE	TRUE
ydhS	FALSE	TRUE	FALSE
ydhT	FALSE	TRUE	FALSE
ydhU	FALSE	FALSE	TRUE
ydhX	FALSE	FALSE	TRUE
ydhW	FALSE	TRUE	FALSE
ydhV	FALSE	TRUE	FALSE
ydhY	FALSE	TRUE	FALSE
ydhZ	FALSE	TRUE	FALSE
pykF	FALSE	TRUE	FALSE
lpp	FALSE	FALSE	TRUE
ldtE	FALSE	TRUE	FALSE
sufE	FALSE	TRUE	FALSE
sufS	FALSE	TRUE	FALSE
sufD	FALSE	TRUE	FALSE
sufC	FALSE	TRUE	FALSE
sufB	FALSE	TRUE	FALSE
sufA	FALSE	TRUE	FALSE
ydiH	TRUE	FALSE	FALSE
menI	FALSE	FALSE	TRUE
ydiJ	FALSE	TRUE	FALSE
ydiK	FALSE	TRUE	FALSE
ydiL	FALSE	TRUE	FALSE
ydiM	FALSE	TRUE	FALSE
ydiN	FALSE	TRUE	FALSE
ydiB	FALSE	TRUE	FALSE
aroD	FALSE	TRUE	FALSE
ydiF	FALSE	TRUE	FALSE
ydiO	FALSE	TRUE	FALSE
ydiP	FALSE	TRUE	FALSE
ydiQ	FALSE	TRUE	FALSE
ydiR	FALSE	TRUE	FALSE
ydiS	FALSE	FALSE	TRUE
ydiT	FALSE	TRUE	FALSE
fadK	FALSE	TRUE	FALSE
ppsA	FALSE	TRUE	FALSE
ppsR	FALSE	TRUE	FALSE
aroH	FALSE	TRUE	FALSE
ydiE	FALSE	TRUE	FALSE
ydiU	FALSE	TRUE	FALSE
ydiV	FALSE	TRUE	FALSE
nlpC	FALSE	TRUE	FALSE
btuD	FALSE	TRUE	FALSE
btuE	FALSE	TRUE	FALSE
btuC	FALSE	TRUE	FALSE
ihfA	TRUE	FALSE	FALSE
pheT	TRUE	FALSE	FALSE
pheS	TRUE	FALSE	FALSE
pheM	TRUE	FALSE	FALSE
rplT	TRUE	FALSE	FALSE
rpmI	TRUE	FALSE	FALSE
infC	TRUE	FALSE	FALSE
thrS	TRUE	FALSE	FALSE
arpB	FALSE	TRUE	FALSE
yniD	FALSE	TRUE	FALSE
ydiY	FALSE	TRUE	FALSE
pfkB	FALSE	TRUE	FALSE
ydiZ	FALSE	TRUE	FALSE
yniA	FALSE	TRUE	FALSE
yniB	FALSE	TRUE	FALSE
yniC	FALSE	TRUE	FALSE
ydjM	FALSE	TRUE	FALSE
ydjN	FALSE	TRUE	FALSE
ydjO	FALSE	FALSE	TRUE
cedA	FALSE	TRUE	FALSE
katE	FALSE	TRUE	FALSE
chbG	FALSE	TRUE	FALSE
chbF	FALSE	TRUE	FALSE
chbR	FALSE	TRUE	FALSE
chbA	FALSE	TRUE	FALSE
chbC	FALSE	TRUE	FALSE
chbB	FALSE	TRUE	FALSE
osmE	FALSE	TRUE	FALSE
nadE	TRUE	FALSE	FALSE
cho	FALSE	TRUE	FALSE
ves	FALSE	FALSE	TRUE
spy	FALSE	TRUE	FALSE
astE	FALSE	TRUE	FALSE
astB	FALSE	TRUE	FALSE
astD	FALSE	TRUE	FALSE
astA	FALSE	TRUE	FALSE
astC	FALSE	TRUE	FALSE
xthA	FALSE	TRUE	FALSE
ydjX	FALSE	TRUE	FALSE
ydjY	FALSE	TRUE	FALSE
ydjZ	FALSE	TRUE	FALSE
ynjA	FALSE	FALSE	TRUE
ynjB	FALSE	TRUE	FALSE
ynjC	FALSE	TRUE	FALSE
ynjD	FALSE	TRUE	FALSE
ynjE	FALSE	TRUE	FALSE
ynjF	FALSE	FALSE	TRUE
nudG	FALSE	TRUE	FALSE
ynjH	FALSE	TRUE	FALSE
gdhA	FALSE	TRUE	FALSE
ynjI	FALSE	TRUE	FALSE
topB	FALSE	TRUE	FALSE
selD	FALSE	TRUE	FALSE
ydjA	FALSE	TRUE	FALSE
sppA	FALSE	TRUE	FALSE
ansA	FALSE	TRUE	FALSE
pncA	FALSE	TRUE	FALSE
ydjE	FALSE	TRUE	FALSE
ydjF	FALSE	TRUE	FALSE
ydjG	FALSE	TRUE	FALSE
ydjH	FALSE	TRUE	FALSE
ydjI	FALSE	TRUE	FALSE
ydjJ	FALSE	TRUE	FALSE
ydjK	FALSE	TRUE	FALSE
ydjL	FALSE	TRUE	FALSE
yeaC	FALSE	TRUE	FALSE
msrB	FALSE	FALSE	TRUE
gapA	TRUE	FALSE	FALSE
yeaD	FALSE	TRUE	FALSE
yeaE	FALSE	TRUE	FALSE
mipA	FALSE	TRUE	FALSE
yeaG	FALSE	TRUE	FALSE
yeaH	FALSE	TRUE	FALSE
yeaI	FALSE	TRUE	FALSE
yeaJ	FALSE	TRUE	FALSE
yeaK	FALSE	TRUE	FALSE
yoaI	FALSE	TRUE	FALSE
yeaL	FALSE	TRUE	FALSE
yeaM	FALSE	TRUE	FALSE
yeaN	FALSE	TRUE	FALSE
yeaO	FALSE	TRUE	FALSE
yoaF	FALSE	TRUE	FALSE
yeaP	FALSE	TRUE	FALSE
yoaK	FALSE	TRUE	FALSE
yoaJ	FALSE	TRUE	FALSE
yeaQ	FALSE	TRUE	FALSE
yoaG	FALSE	TRUE	FALSE
yeaR	FALSE	TRUE	FALSE
leuE	FALSE	TRUE	FALSE
dmlR	FALSE	TRUE	FALSE
dmlA	FALSE	TRUE	FALSE
yeaV	FALSE	TRUE	FALSE
yeaW	FALSE	TRUE	FALSE
yeaX	FALSE	TRUE	FALSE
rnd	FALSE	FALSE	TRUE
fadD	FALSE	TRUE	FALSE
yeaY	FALSE	TRUE	FALSE
tsaB	TRUE	FALSE	FALSE
yoaA	FALSE	TRUE	FALSE
yoaB	FALSE	TRUE	FALSE
yoaC	FALSE	TRUE	FALSE
yoaH	FALSE	TRUE	FALSE
pabB	FALSE	TRUE	FALSE
nudL	FALSE	TRUE	FALSE
sdaA	FALSE	TRUE	FALSE
yoaD	FALSE	TRUE	FALSE
yoaE	FALSE	TRUE	FALSE
manX	FALSE	TRUE	FALSE
manY	FALSE	TRUE	FALSE
manZ	FALSE	TRUE	FALSE
yobD	FALSE	TRUE	FALSE
mntP	FALSE	TRUE	FALSE
rlmA	FALSE	TRUE	FALSE
cspC	FALSE	TRUE	FALSE
yobF	FALSE	TRUE	FALSE
yebO	FALSE	TRUE	FALSE
mgrB	FALSE	FALSE	TRUE
yobH	FALSE	TRUE	FALSE
kdgR	FALSE	TRUE	FALSE
yebQ	FALSE	TRUE	FALSE
htpX	FALSE	TRUE	FALSE
prc	FALSE	TRUE	FALSE
proQ	FALSE	FALSE	TRUE
msrC	FALSE	TRUE	FALSE
yebS	FALSE	TRUE	FALSE
yebT	FALSE	TRUE	FALSE
rsmF	FALSE	TRUE	FALSE
yebV	FALSE	TRUE	FALSE
yebW	FALSE	TRUE	FALSE
pphA	FALSE	TRUE	FALSE
yebY	FALSE	TRUE	FALSE
yebZ	FALSE	TRUE	FALSE
yobA	FALSE	TRUE	FALSE
holE	FALSE	TRUE	FALSE
yobB	FALSE	TRUE	FALSE
exoX	FALSE	TRUE	FALSE
ptrB	FALSE	TRUE	FALSE
yebE	FALSE	TRUE	FALSE
yebF	FALSE	FALSE	TRUE
yebG	FALSE	FALSE	TRUE
purT	FALSE	TRUE	FALSE
eda	FALSE	TRUE	FALSE
edd	FALSE	TRUE	FALSE
zwf	TRUE	FALSE	FALSE
yebK	FALSE	TRUE	FALSE
pykA	FALSE	TRUE	FALSE
lpxM	FALSE	TRUE	FALSE
mepM	FALSE	TRUE	FALSE
znuA	FALSE	TRUE	FALSE
znuC	FALSE	TRUE	FALSE
znuB	FALSE	TRUE	FALSE
ruvB	FALSE	FALSE	TRUE
ruvA	FALSE	TRUE	FALSE
yobI	FALSE	FALSE	TRUE
yebB	FALSE	TRUE	FALSE
ruvC	FALSE	TRUE	FALSE
yebC	FALSE	TRUE	FALSE
nudB	FALSE	FALSE	TRUE
aspS	TRUE	FALSE	FALSE
yecD	FALSE	TRUE	FALSE
yecE	FALSE	TRUE	FALSE
yecN	FALSE	TRUE	FALSE
cmoA	FALSE	TRUE	FALSE
cmoB	FALSE	TRUE	FALSE
torZ	FALSE	TRUE	FALSE
torY	FALSE	TRUE	FALSE
cutC	FALSE	TRUE	FALSE
yecM	FALSE	TRUE	FALSE
argS	TRUE	FALSE	FALSE
yecT	FALSE	TRUE	FALSE
flhE	FALSE	TRUE	FALSE
flhA	FALSE	TRUE	FALSE
flhB	FALSE	TRUE	FALSE
cheZ	FALSE	TRUE	FALSE
cheY	FALSE	TRUE	FALSE
cheB	FALSE	TRUE	FALSE
cheR	FALSE	TRUE	FALSE
tap	FALSE	TRUE	FALSE
tar	FALSE	TRUE	FALSE
cheW	FALSE	TRUE	FALSE
cheA	FALSE	TRUE	FALSE
motB	FALSE	TRUE	FALSE
motA	FALSE	TRUE	FALSE
flhC	FALSE	TRUE	FALSE
flhD	FALSE	TRUE	FALSE
uspC	FALSE	TRUE	FALSE
otsA	FALSE	TRUE	FALSE
otsB	FALSE	TRUE	FALSE
araH	FALSE	TRUE	FALSE
araG	FALSE	TRUE	FALSE
araF	FALSE	TRUE	FALSE
ftnB	FALSE	TRUE	FALSE
yecJ	FALSE	TRUE	FALSE
azuC	FALSE	FALSE	TRUE
yecR	FALSE	TRUE	FALSE
ftnA	FALSE	TRUE	FALSE
yecH	FALSE	TRUE	FALSE
tyrP	FALSE	TRUE	FALSE
yecA	FALSE	TRUE	FALSE
pgsA	TRUE	FALSE	FALSE
uvrC	FALSE	TRUE	FALSE
uvrY	FALSE	TRUE	FALSE
yecF	FALSE	TRUE	FALSE
sdiA	FALSE	TRUE	FALSE
yecC	FALSE	TRUE	FALSE
yecS	FALSE	TRUE	FALSE
dcyD	FALSE	TRUE	FALSE
fliY	FALSE	TRUE	FALSE
fliZ	FALSE	TRUE	FALSE
fliA	FALSE	TRUE	FALSE
fliC	FALSE	TRUE	FALSE
fliD	FALSE	TRUE	FALSE
fliS	FALSE	TRUE	FALSE
fliT	FALSE	TRUE	FALSE
amyA	FALSE	TRUE	FALSE
yedD	FALSE	TRUE	FALSE
yedE	FALSE	TRUE	FALSE
yedF	FALSE	TRUE	FALSE
yedK	FALSE	TRUE	FALSE
yedL	FALSE	TRUE	FALSE
yedN	TRUE	FALSE	FALSE
intG	FALSE	TRUE	FALSE
fliE	FALSE	TRUE	FALSE
fliF	FALSE	TRUE	FALSE
fliG	FALSE	TRUE	FALSE
fliH	FALSE	TRUE	FALSE
fliI	FALSE	TRUE	FALSE
fliJ	FALSE	TRUE	FALSE
fliK	FALSE	TRUE	FALSE
fliL	FALSE	TRUE	FALSE
fliM	FALSE	TRUE	FALSE
fliN	FALSE	TRUE	FALSE
fliO	FALSE	TRUE	FALSE
fliP	FALSE	TRUE	FALSE
fliQ	FALSE	TRUE	FALSE
fliR	FALSE	TRUE	FALSE
rcsA	FALSE	TRUE	FALSE
dsrB	FALSE	TRUE	FALSE
yodD	FALSE	TRUE	FALSE
yedP	FALSE	TRUE	FALSE
yedQ	FALSE	TRUE	FALSE
yodC	FALSE	TRUE	FALSE
yedI	FALSE	TRUE	FALSE
yedA	FALSE	TRUE	FALSE
vsr	FALSE	TRUE	FALSE
dcm	FALSE	TRUE	FALSE
yedJ	FALSE	TRUE	FALSE
yedR	FALSE	TRUE	FALSE
yedS	FALSE	TRUE	FALSE
hchA	FALSE	TRUE	FALSE
yedV	FALSE	TRUE	FALSE
yedW	FALSE	TRUE	FALSE
hiuH	FALSE	TRUE	FALSE
yedY	FALSE	TRUE	FALSE
yedZ	FALSE	TRUE	FALSE
zinT	FALSE	TRUE	FALSE
yodB	FALSE	TRUE	FALSE
mtfA	FALSE	TRUE	FALSE
yeeJ	FALSE	TRUE	FALSE
yeeL	FALSE	TRUE	FALSE
shiA	FALSE	TRUE	FALSE
amn	FALSE	TRUE	FALSE
yeeN	FALSE	TRUE	FALSE
yeeO	FALSE	TRUE	FALSE
cbl	FALSE	TRUE	FALSE
nac	FALSE	TRUE	FALSE
ldtA	FALSE	TRUE	FALSE
cobT	FALSE	TRUE	FALSE
cobS	FALSE	TRUE	FALSE
cobU	FALSE	TRUE	FALSE
yeeH	FALSE	TRUE	FALSE
insH1	FALSE	TRUE	FALSE
yoeG	FALSE	TRUE	FALSE
yoeH	FALSE	TRUE	FALSE
yoeA	FALSE	TRUE	FALSE
insD1	FALSE	TRUE	FALSE
insC1	FALSE	TRUE	FALSE
yeeP	FALSE	TRUE	FALSE
flu	FALSE	TRUE	FALSE
yeeR	FALSE	TRUE	FALSE
yeeS	FALSE	TRUE	FALSE
yeeT	FALSE	TRUE	FALSE
cbeA	FALSE	TRUE	FALSE
cbtA	FALSE	TRUE	FALSE
yeeW	FALSE	TRUE	FALSE
yoeD	FALSE	TRUE	FALSE
yoeF	FALSE	TRUE	FALSE
yeeX	FALSE	TRUE	FALSE
yeeA	FALSE	TRUE	FALSE
sbmC	FALSE	TRUE	FALSE
dacD	FALSE	TRUE	FALSE
sbcB	FALSE	TRUE	FALSE
yeeD	FALSE	TRUE	FALSE
yeeE	FALSE	TRUE	FALSE
plaP	FALSE	TRUE	FALSE
yoeI	FALSE	TRUE	FALSE
yeeY	FALSE	TRUE	FALSE
yeeZ	FALSE	TRUE	FALSE
yoeB	FALSE	TRUE	FALSE
yefM	FALSE	FALSE	TRUE
hisL	FALSE	TRUE	FALSE
hisG	FALSE	TRUE	FALSE
hisD	FALSE	TRUE	FALSE
hisC	FALSE	TRUE	FALSE
hisB	FALSE	TRUE	FALSE
hisH	FALSE	TRUE	FALSE
hisA	FALSE	TRUE	FALSE
hisF	FALSE	TRUE	FALSE
hisI	FALSE	TRUE	FALSE
wzzB	FALSE	TRUE	FALSE
ugd	FALSE	TRUE	FALSE
gnd	FALSE	TRUE	FALSE
wbbL	FALSE	TRUE	FALSE
insH1	FALSE	TRUE	FALSE
wbbK	FALSE	TRUE	FALSE
wbbJ	FALSE	TRUE	FALSE
wbbI	FALSE	TRUE	FALSE
wbbH	FALSE	TRUE	FALSE
glf	FALSE	TRUE	FALSE
wzxB	FALSE	TRUE	FALSE
rfbC	FALSE	TRUE	FALSE
rfbA	FALSE	TRUE	FALSE
rfbD	FALSE	TRUE	FALSE
rfbB	FALSE	TRUE	FALSE
wcaN	FALSE	TRUE	FALSE
wcaM	FALSE	TRUE	FALSE
wcaL	FALSE	TRUE	FALSE
wcaK	FALSE	TRUE	FALSE
wzxC	FALSE	TRUE	FALSE
wcaJ	FALSE	TRUE	FALSE
cpsG	FALSE	TRUE	FALSE
cpsB	FALSE	TRUE	FALSE
wcaI	FALSE	TRUE	FALSE
wcaH	FALSE	TRUE	FALSE
wcaG	FALSE	TRUE	FALSE
gmd	FALSE	TRUE	FALSE
wcaF	FALSE	TRUE	FALSE
wcaE	FALSE	TRUE	FALSE
wcaD	FALSE	TRUE	FALSE
wcaC	FALSE	TRUE	FALSE
wcaB	FALSE	TRUE	FALSE
wcaA	FALSE	TRUE	FALSE
wzc	FALSE	TRUE	FALSE
wzb	FALSE	TRUE	FALSE
wza	FALSE	TRUE	FALSE
yegH	FALSE	TRUE	FALSE
asmA	FALSE	TRUE	FALSE
dcd	TRUE	FALSE	FALSE
udk	FALSE	TRUE	FALSE
yegE	FALSE	TRUE	FALSE
alkA	FALSE	TRUE	FALSE
yegD	FALSE	TRUE	FALSE
yegI	FALSE	TRUE	FALSE
yegJ	FALSE	TRUE	FALSE
yegK	FALSE	TRUE	FALSE
yegL	FALSE	TRUE	FALSE
ibsA	FALSE	TRUE	FALSE
ibsB	FALSE	TRUE	FALSE
mdtA	FALSE	TRUE	FALSE
mdtB	FALSE	TRUE	FALSE
mdtC	FALSE	TRUE	FALSE
mdtD	FALSE	TRUE	FALSE
baeS	FALSE	TRUE	FALSE
baeR	FALSE	TRUE	FALSE
yegP	FALSE	TRUE	FALSE
yegQ	FALSE	TRUE	FALSE
ogrK	FALSE	TRUE	FALSE
yegZ	FALSE	TRUE	FALSE
yegR	FALSE	TRUE	FALSE
yegS	FALSE	TRUE	FALSE
gatR	FALSE	TRUE	FALSE
insE1	FALSE	TRUE	FALSE
insF1	FALSE	TRUE	FALSE
gatD	FALSE	TRUE	FALSE
gatC	FALSE	TRUE	FALSE
gatB	FALSE	TRUE	FALSE
gatA	FALSE	TRUE	FALSE
gatZ	FALSE	TRUE	FALSE
gatY	FALSE	TRUE	FALSE
fbaB	FALSE	TRUE	FALSE
yegT	FALSE	TRUE	FALSE
yegU	FALSE	TRUE	FALSE
yegV	FALSE	TRUE	FALSE
yegW	FALSE	TRUE	FALSE
yegX	FALSE	TRUE	FALSE
thiD	FALSE	TRUE	FALSE
thiM	FALSE	TRUE	FALSE
rcnR	FALSE	TRUE	FALSE
rcnA	FALSE	TRUE	FALSE
rcnB	FALSE	TRUE	FALSE
yehA	FALSE	TRUE	FALSE
yehB	FALSE	TRUE	FALSE
yehC	FALSE	FALSE	TRUE
yehD	FALSE	TRUE	FALSE
yehE	FALSE	TRUE	FALSE
mrp	FALSE	TRUE	FALSE
metG	TRUE	FALSE	FALSE
yehH	FALSE	TRUE	FALSE
yehI	FALSE	TRUE	FALSE
yehK	FALSE	TRUE	FALSE
yehL	FALSE	TRUE	FALSE
yehM	FALSE	TRUE	FALSE
yehP	FALSE	TRUE	FALSE
yehQ	FALSE	TRUE	FALSE
yehR	FALSE	TRUE	FALSE
yehS	FALSE	TRUE	FALSE
yehT	FALSE	TRUE	FALSE
yehU	FALSE	TRUE	FALSE
mlrA	FALSE	TRUE	FALSE
yohO	FALSE	TRUE	FALSE
yehW	FALSE	TRUE	FALSE
yehX	FALSE	TRUE	FALSE
yehY	FALSE	TRUE	FALSE
osmF	FALSE	TRUE	FALSE
bglX	FALSE	TRUE	FALSE
dld	FALSE	TRUE	FALSE
pbpG	FALSE	TRUE	FALSE
yohC	FALSE	TRUE	FALSE
yohD	FALSE	TRUE	FALSE
yohF	FALSE	TRUE	FALSE
mdtQ	FALSE	TRUE	FALSE
yohP	FALSE	TRUE	FALSE
dusC	FALSE	TRUE	FALSE
yohJ	FALSE	TRUE	FALSE
yohK	FALSE	TRUE	FALSE
cdd	FALSE	TRUE	FALSE
sanA	FALSE	TRUE	FALSE
yeiS	FALSE	TRUE	FALSE
preT	FALSE	TRUE	FALSE
preA	FALSE	TRUE	FALSE
mglC	FALSE	TRUE	FALSE
mglA	FALSE	TRUE	FALSE
mglB	FALSE	TRUE	FALSE
galS	FALSE	TRUE	FALSE
yeiB	FALSE	TRUE	FALSE
folE	TRUE	FALSE	FALSE
yeiG	FALSE	TRUE	FALSE
cirA	FALSE	TRUE	FALSE
lysP	FALSE	TRUE	FALSE
yeiE	FALSE	TRUE	FALSE
yeiH	FALSE	TRUE	FALSE
nfo	FALSE	TRUE	FALSE
yeiI	FALSE	TRUE	FALSE
nupX	FALSE	TRUE	FALSE
rihB	FALSE	TRUE	FALSE
yeiL	FALSE	TRUE	FALSE
psuT	FALSE	TRUE	FALSE
psuG	FALSE	TRUE	FALSE
psuK	FALSE	TRUE	FALSE
fruA	FALSE	TRUE	FALSE
fruK	FALSE	FALSE	TRUE
fruB	FALSE	TRUE	FALSE
setB	FALSE	TRUE	FALSE
yeiW	FALSE	TRUE	FALSE
